Fecha;Excepción;Plazo real;IBR
28/01/2013;N;1;4,217
25/01/2013;N;3;4,216
24/01/2013;N;1;4,215
23/01/2013;N;1;4,216
22/01/2013;N;1;4,213
21/01/2013;N;1;4,218
18/01/2013;N;3;4,220
17/01/2013;N;1;4,222
16/01/2013;N;1;4,216
15/01/2013;N;1;4,217
14/01/2013;N;1;4,218
11/01/2013;N;3;4,213
10/01/2013;N;1;4,216
09/01/2013;N;1;4,217
08/01/2013;N;1;4,217
04/01/2013;N;4;4,221
03/01/2013;N;1;4,237
02/01/2013;N;1;4,226
28/12/2012;N;5;4,243
27/12/2012;N;1;4,250
26/12/2012;N;1;4,253
24/12/2012;N;2;4,274
21/12/2012;N;3;4,515
20/12/2012;N;1;4,529
19/12/2012;N;1;4,532
18/12/2012;N;1;4,530
17/12/2012;N;1;4,532
14/12/2012;N;3;4,532
13/12/2012;N;1;4,533
12/12/2012;N;1;4,532
11/12/2012;N;1;4,529
10/12/2012;N;1;4,532
07/12/2012;N;3;4,532
06/12/2012;N;1;4,527
05/12/2012;N;1;4,525
04/12/2012;N;1;4,522
03/12/2012;N;1;4,514
30/11/2012;N;3;4,501
29/11/2012;N;1;4,501
28/11/2012;N;1;4,499
27/11/2012;N;1;4,505
26/11/2012;N;1;4,500
23/11/2012;N;3;4,745
22/11/2012;N;1;4,752
21/11/2012;N;1;4,755
20/11/2012;N;1;4,755
19/11/2012;N;1;4,753
16/11/2012;N;3;4,742
15/11/2012;N;1;4,708
14/11/2012;N;1;4,708
13/11/2012;N;1;4,709
09/11/2012;N;4;4,725
08/11/2012;N;1;4,742
07/11/2012;N;1;4,754
06/11/2012;N;1;4,758
02/11/2012;N;4;4,760
01/11/2012;N;1;4,742
31/10/2012;N;1;4,742
30/10/2012;N;1;4,737
29/10/2012;N;1;4,756
26/10/2012;N;3;4,755
25/10/2012;N;1;4,779
24/10/2012;N;1;4,787
23/10/2012;N;1;4,796
22/10/2012;N;1;4,795
19/10/2012;N;3;4,794
18/10/2012;N;1;4,786
17/10/2012;N;1;4,780
16/10/2012;N;1;4,776
12/10/2012;N;4;4,772
11/10/2012;N;1;4,778
10/10/2012;N;1;4,780
09/10/2012;N;1;4,778
08/10/2012;N;1;4,776
05/10/2012;N;3;4,772
04/10/2012;N;1;4,774
03/10/2012;N;1;4,761
02/10/2012;N;1;4,754
01/10/2012;N;1;4,777
28/09/2012;N;3;4,777
27/09/2012;N;1;4,776
26/09/2012;N;1;4,777
25/09/2012;N;1;4,778
24/09/2012;N;1;4,779
21/09/2012;N;3;4,776
20/09/2012;N;1;4,774
19/09/2012;N;1;4,764
18/09/2012;N;1;4,756
17/09/2012;N;1;4,760
14/09/2012;N;3;4,768
13/09/2012;N;1;4,774
12/09/2012;N;1;4,774
11/09/2012;N;1;4,774
10/09/2012;N;1;4,777
07/09/2012;N;3;4,782
06/09/2012;N;1;4,774
05/09/2012;N;1;4,771
04/09/2012;N;1;4,768
03/09/2012;N;1;4,771
31/08/2012;N;3;4,793
30/08/2012;N;1;4,817
29/08/2012;N;1;4,859
28/08/2012;N;1;4,875
27/08/2012;N;1;4,873
24/08/2012;N;3;5,114
23/08/2012;N;1;5,102
22/08/2012;N;1;5,093
21/08/2012;N;1;5,083
17/08/2012;N;4;5,133
16/08/2012;N;1;5,189
15/08/2012;N;1;5,248
14/08/2012;N;1;5,253
13/08/2012;N;1;5,251
10/08/2012;N;3;5,240
09/08/2012;N;1;5,257
08/08/2012;N;1;5,258
06/08/2012;N;2;5,258
03/08/2012;N;3;5,252
02/08/2012;N;1;5,253
01/08/2012;N;1;5,200
31/07/2012;;;5,258
30/07/2012;;;5,253
27/07/2012;;;5,471
26/07/2012;;;5,440
25/07/2012;;;5,413
24/07/2012;;;5,459
23/07/2012;;;5,456
19/07/2012;;;5,457
18/07/2012;;;5,456
17/07/2012;;;5,454
16/07/2012;;;5,451
13/07/2012;;;5,445
12/07/2012;;;5,426
11/07/2012;;;5,412
10/07/2012;;;5,397
09/07/2012;;;5,368
06/07/2012;;;5,359
05/07/2012;;;5,330
04/07/2012;;;5,322
03/07/2012;;;5,310
29/06/2012;;;5,316
28/06/2012;;;5,299
27/06/2012;;;5,310
26/06/2012;;;5,321
25/06/2012;;;5,315
22/06/2012;;;5,306
21/06/2012;;;5,300
20/06/2012;;;5,310
19/06/2012;;;5,312
15/06/2012;;;5,319
14/06/2012;;;5,313
13/06/2012;;;5,306
12/06/2012;;;5,302
08/06/2012;;;5,299
07/06/2012;;;5,295
06/06/2012;;;5,287
05/06/2012;;;5,284
04/06/2012;;;5,281
01/06/2012;;;5,278
31/05/2012;;;5,277
30/05/2012;;;5,276
29/05/2012;;;5,274
28/05/2012;;;5,274
25/05/2012;;;5,273
24/05/2012;;;5,273
23/05/2012;;;5,272
22/05/2012;;;5,270
18/05/2012;;;5,268
17/05/2012;;;5,269
16/05/2012;;;5,269
15/05/2012;;;5,273
14/05/2012;;;5,272
11/05/2012;;;5,269
10/05/2012;;;5,268
09/05/2012;;;5,268
08/05/2012;;;5,267
07/05/2012;;;5,266
04/05/2012;;;5,262
03/05/2012;;;5,264
02/05/2012;;;5,263
30/04/2012;;;5,260
27/04/2012;;;5,262
26/04/2012;;;5,263
25/04/2012;;;5,265
24/04/2012;;;5,263
23/04/2012;;;5,262
20/04/2012;;;5,259
19/04/2012;;;5,256
18/04/2012;;;5,254
17/04/2012;;;5,252
16/04/2012;;;5,251
13/04/2012;;;5,248
12/04/2012;;;5,251
11/04/2012;;;5,252
10/04/2012;;;5,251
09/04/2012;;;5,253
04/04/2012;;;5,252
03/04/2012;;;5,253
02/04/2012;;;5,253
30/03/2012;;;5,250
29/03/2012;;;5,252
28/03/2012;;;5,254
27/03/2012;;;5,255
26/03/2012;;;5,255
23/03/2012;;;5,256
22/03/2012;;;5,254
21/03/2012;;;5,254
20/03/2012;;;5,255
16/03/2012;;;5,254
15/03/2012;;;5,253
14/03/2012;;;5,252
13/03/2012;;;5,253
12/03/2012;;;5,252
09/03/2012;;;5,252
08/03/2012;;;5,251
07/03/2012;;;5,248
06/03/2012;;;5,246
05/03/2012;;;5,242
02/03/2012;;;5,241
01/03/2012;;;5,246
29/02/2012;;;5,244
28/02/2012;;;5,248
27/02/2012;;;5,248
24/02/2012;;;5,018
23/02/2012;;;5,013
22/02/2012;;;5,013
21/02/2012;;;5,013
20/02/2012;;;5,012
17/02/2012;;;5,009
16/02/2012;;;5,010
15/02/2012;;;5,008
14/02/2012;;;5,008
13/02/2012;;;5,008
10/02/2012;;;5,005
09/02/2012;;;5,007
08/02/2012;;;5,004
07/02/2012;;;5,006
06/02/2012;;;5,001
03/02/2012;;;4,999
02/02/2012;;;4,999
01/02/2012;;;5,001
31/01/2012;;;5,001
30/01/2012;;;4,746
27/01/2012;;;4,749
26/01/2012;;;4,744
25/01/2012;;;4,744
24/01/2012;;;4,746
23/01/2012;;;4,741
20/01/2012;;;4,738
19/01/2012;;;4,740
18/01/2012;;;4,743
17/01/2012;;;4,749
16/01/2012;;;4,749
13/01/2012;;;4,752
12/01/2012;;;4,753
11/01/2012;;;4,753
10/01/2012;;;4,753
06/01/2012;;;4,752
05/01/2012;;;4,758
04/01/2012;;;4,753
03/01/2012;;;4,774
02/01/2012;;;4,806
29/12/2011;;;4,819
28/12/2011;;;4,811
27/12/2011;;;4,779
26/12/2011;;;4,804
23/12/2011;;;4,806
22/12/2011;;;4,804
21/12/2011;;;4,806
20/12/2011;;;4,798
19/12/2011;;;4,802
16/12/2011;;;4,795
15/12/2011;;;4,790
14/12/2011;;;4,798
13/12/2011;;;4,783
12/12/2011;;;4,793
09/12/2011;;;4,795
07/12/2011;;;4,809
06/12/2011;;;4,804
05/12/2011;;;4,802
02/12/2011;;;4,801
01/12/2011;;;4,802
30/11/2011;;;4,785
29/11/2011;;;4,793
28/11/2011;;;4,793
25/11/2011;;;4,567
24/11/2011;;;4,562
23/11/2011;;;4,623
22/11/2011;;;4,592
21/11/2011;;;4,586
18/11/2011;;;4,587
17/11/2011;;;4,615
16/11/2011;;;4,641
15/11/2011;;;4,668
11/11/2011;;;4,667
10/11/2011;;;4,631
09/11/2011;;;4,594
08/11/2011;;;4,557
04/11/2011;;;4,538
03/11/2011;;;4,549
02/11/2011;;;4,560
01/11/2011;;;4,572
31/10/2011;;;4,620
28/10/2011;;;4,641
27/10/2011;;;4,657
26/10/2011;;;4,660
25/10/2011;;;4,663
24/10/2011;;;4,663
21/10/2011;;;4,660
20/10/2011;;;4,658
19/10/2011;;;4,660
18/10/2011;;;4,663
14/10/2011;;;4,668
13/10/2011;;;4,669
12/10/2011;;;4,669
11/10/2011;;;4,669
10/10/2011;;;4,668
07/10/2011;;;4,667
06/10/2011;;;4,673
05/10/2011;;;4,668
04/10/2011;;;4,666
03/10/2011;;;4,620
30/09/2011;;;4,614
29/09/2011;;;4,625
28/09/2011;;;4,595
27/09/2011;;;4,583
26/09/2011;;;4,576
23/09/2011;;;4,641
22/09/2011;;;4,641
21/09/2011;;;4,625
20/09/2011;;;4,600
19/09/2011;;;4,546
16/09/2011;;;4,498
15/09/2011;;;4,498
14/09/2011;;;4,514
13/09/2011;;;4,525
12/09/2011;;;4,568
09/09/2011;;;4,545
08/09/2011;;;4,519
07/09/2011;;;4,530
06/09/2011;;;4,569
05/09/2011;;;4,535
02/09/2011;;;4,598
01/09/2011;;;4,615
31/08/2011;;;4,625
30/08/2011;;;4,610
29/08/2011;;;4,615
26/08/2011;;;4,667
25/08/2011;;;4,660
24/08/2011;;;4,615
23/08/2011;;;4,611
22/08/2011;;;4,588
19/08/2011;;;4,660
18/08/2011;;;4,647
17/08/2011;;;4,599
16/08/2011;;;4,588
12/08/2011;;;4,587
11/08/2011;;;4,588
10/08/2011;;;4,657
09/08/2011;;;4,578
08/08/2011;;;4,588
05/08/2011;;;4,625
04/08/2011;;;4,567
03/08/2011;;;4,593
02/08/2011;;;4,536
01/08/2011;;;4,532
29/07/2011;;;4,313
28/07/2011;;;4,309
27/07/2011;;;4,292
26/07/2011;;;4,255
25/07/2011;;;4,329
22/07/2011;;;4,397
21/07/2011;;;4,361
19/07/2011;;;4,350
18/07/2011;;;4,335
15/07/2011;;;4,306
14/07/2011;;;4,341
13/07/2011;;;4,293
12/07/2011;;;4,281
11/07/2011;;;4,329
08/07/2011;;;4,334
07/07/2011;;;4,367
06/07/2011;;;4,334
05/07/2011;;;4,300
01/07/2011;;;4,265
30/06/2011;;;4,253
29/06/2011;;;4,253
28/06/2011;;;4,242
24/06/2011;;;4,254
23/06/2011;;;4,265
22/06/2011;;;4,253
21/06/2011;;;4,258
20/06/2011;;;4,247
17/06/2011;;;4,023
16/06/2011;;;4,049
15/06/2011;;;4,044
14/06/2011;;;3,991
13/06/2011;;;4,021
10/06/2011;;;3,999
09/06/2011;;;4,002
08/06/2011;;;4,068
07/06/2011;;;4,033
03/06/2011;;;4,043
02/06/2011;;;4,026
01/06/2011;;;4,010
31/05/2011;;;3,996
30/05/2011;;;3,733
27/05/2011;;;3,754
26/05/2011;;;3,749
25/05/2011;;;3,780
24/05/2011;;;3,780
23/05/2011;;;3,780
20/05/2011;;;3,769
19/05/2011;;;3,791
18/05/2011;;;3,812
17/05/2011;;;4,102
16/05/2011;;;4,038
13/05/2011;;;3,985
12/05/2011;;;3,931
11/05/2011;;;3,896
10/05/2011;;;3,891
09/05/2011;;;3,901
06/05/2011;;;3,917
05/05/2011;;;3,901
04/05/2011;;;3,875
03/05/2011;;;3,838
02/05/2011;;;3,794
29/04/2011;;;3,704
28/04/2011;;;3,713
27/04/2011;;;3,701
26/04/2011;;;3,686
25/04/2011;;;3,649
20/04/2011;;;3,638
19/04/2011;;;3,596
18/04/2011;;;3,638
15/04/2011;;;3,554
14/04/2011;;;3,497
13/04/2011;;;3,497
12/04/2011;;;3,560
11/04/2011;;;3,560
08/04/2011;;;3,559
07/04/2011;;;3,560
06/04/2011;;;3,507
05/04/2011;;;3,560
04/04/2011;;;3,612
01/04/2011;;;3,559
31/03/2011;;;3,623
30/03/2011;;;3,636
29/03/2011;;;3,623
28/03/2011;;;3,586
25/03/2011;;;3,575
24/03/2011;;;3,607
23/03/2011;;;3,633
22/03/2011;;;3,581
18/03/2011;;;3,339
17/03/2011;;;3,345
16/03/2011;;;3,271
15/03/2011;;;3,243
14/03/2011;;;3,295
11/03/2011;;;3,240
10/03/2011;;;3,222
09/03/2011;;;3,167
08/03/2011;;;3,088
07/03/2011;;;3,114
04/03/2011;;;3,198
03/03/2011;;;3,222
02/03/2011;;;3,245
01/03/2011;;;3,277
28/02/2011;;;3,277
25/02/2011;;;3,081
24/02/2011;;;3,065
23/02/2011;;;3,046
22/02/2011;;;3,044
21/02/2011;;;3,055
18/02/2011;;;3,073
17/02/2011;;;3,065
16/02/2011;;;3,057
15/02/2011;;;3,020
14/02/2011;;;3,020
11/02/2011;;;3,013
10/02/2011;;;3,052
09/02/2011;;;3,041
08/02/2011;;;3,083
07/02/2011;;;3,085
04/02/2011;;;3,065
03/02/2011;;;3,067
02/02/2011;;;3,050
01/02/2011;;;3,053
31/01/2011;;;3,071
28/01/2011;;;3,044
27/01/2011;;;3,036
26/01/2011;;;3,031
25/01/2011;;;3,003
24/01/2011;;;3,034
21/01/2011;;;3,028
20/01/2011;;;3,020
19/01/2011;;;3,020
18/01/2011;;;3,031
17/01/2011;;;3,031
14/01/2011;;;3,031
13/01/2011;;;3,026
12/01/2011;;;3,031
11/01/2011;;;3,052
07/01/2011;;;3,047
06/01/2011;;;3,058
05/01/2011;;;3,067
04/01/2011;;;3,062
03/01/2011;;;3,060
30/12/2010;;;3,044
29/12/2010;;;3,005
28/12/2010;;;3,060
27/12/2010;;;3,050
24/12/2010;;;3,078
23/12/2010;;;3,073
22/12/2010;;;3,071
21/12/2010;;;3,076
20/12/2010;;;3,046
17/12/2010;;;3,065
16/12/2010;;;3,065
15/12/2010;;;3,057
14/12/2010;;;3,005
13/12/2010;;;3,044
10/12/2010;;;3,078
09/12/2010;;;3,078
07/12/2010;;;3,077
06/12/2010;;;3,041
03/12/2010;;;3,049
02/12/2010;;;3,057
01/12/2010;;;3,015
30/11/2010;;;3,005
29/11/2010;;;3,026
26/11/2010;;;3,020
25/11/2010;;;3,010
24/11/2010;;;3,020
23/11/2010;;;3,069
22/11/2010;;;3,061
19/11/2010;;;3,051
18/11/2010;;;3,050
17/11/2010;;;3,023
16/11/2010;;;3,044
12/11/2010;;;3,046
11/11/2010;;;3,029
10/11/2010;;;3,012
09/11/2010;;;3,005
08/11/2010;;;3,001
05/11/2010;;;3,004
04/11/2010;;;3,005
03/11/2010;;;3,010
02/11/2010;;;3,010
29/10/2010;;;3,010
28/10/2010;;;3,013
27/10/2010;;;3,028
26/10/2010;;;3,031
25/10/2010;;;3,034
22/10/2010;;;3,027
21/10/2010;;;3,017
20/10/2010;;;3,010
19/10/2010;;;3,010
15/10/2010;;;3,010
14/10/2010;;;3,005
13/10/2010;;;3,008
12/10/2010;;;3,008
11/10/2010;;;3,010
08/10/2010;;;3,028
07/10/2010;;;3,029
06/10/2010;;;3,029
05/10/2010;;;3,029
04/10/2010;;;3,044
01/10/2010;;;3,034
30/09/2010;;;3,023
29/09/2010;;;3,023
28/09/2010;;;3,023
27/09/2010;;;3,029
24/09/2010;;;3,044
23/09/2010;;;3,050
22/09/2010;;;3,050
21/09/2010;;;3,046
20/09/2010;;;3,044
17/09/2010;;;3,044
16/09/2010;;;3,041
15/09/2010;;;3,041
14/09/2010;;;3,036
13/09/2010;;;3,035
10/09/2010;;;3,050
09/09/2010;;;3,054
08/09/2010;;;3,074
07/09/2010;;;3,084
06/09/2010;;;3,069
03/09/2010;;;3,054
02/09/2010;;;3,052
01/09/2010;;;3,042
31/08/2010;;;3,081
30/08/2010;;;3,074
27/08/2010;;;3,062
26/08/2010;;;3,063
25/08/2010;;;3,071
24/08/2010;;;3,072
23/08/2010;;;3,055
20/08/2010;;;3,051
19/08/2010;;;3,061
18/08/2010;;;3,058
17/08/2010;;;3,057
13/08/2010;;;3,051
12/08/2010;;;3,042
11/08/2010;;;3,039
10/08/2010;;;3,031
09/08/2010;;;3,018
06/08/2010;;;3,023
05/08/2010;;;3,023
04/08/2010;;;3,015
03/08/2010;;;3,015
02/08/2010;;;3,023
30/07/2010;;;3,036
29/07/2010;;;3,034
28/07/2010;;;3,031
27/07/2010;;;3,015
26/07/2010;;;3,020
23/07/2010;;;3,057
22/07/2010;;;3,057
21/07/2010;;;3,057
19/07/2010;;;3,058
16/07/2010;;;3,036
15/07/2010;;;3,057
14/07/2010;;;3,049
13/07/2010;;;3,043
12/07/2010;;;3,050
09/07/2010;;;3,041
08/07/2010;;;3,052
07/07/2010;;;3,073
06/07/2010;;;3,072
02/07/2010;;;3,062
01/07/2010;;;3,062
30/06/2010;;;3,026
29/06/2010;;;3,027
28/06/2010;;;3,010
25/06/2010;;;3,010
24/06/2010;;;3,008
23/06/2010;;;3,015
22/06/2010;;;3,026
21/06/2010;;;3,050
18/06/2010;;;3,067
17/06/2010;;;3,087
16/06/2010;;;3,071
15/06/2010;;;3,067
11/06/2010;;;3,058
10/06/2010;;;3,053
09/06/2010;;;3,053
08/06/2010;;;3,046
04/06/2010;;;3,036
03/06/2010;;;3,036
02/06/2010;;;3,031
01/06/2010;;;3,020
31/05/2010;;;3,036
28/05/2010;;;3,034
27/05/2010;;;3,050
26/05/2010;;;3,055
25/05/2010;;;3,057
24/05/2010;;;3,065
21/05/2010;;;3,078
20/05/2010;;;3,076
19/05/2010;;;3,067
18/05/2010;;;3,067
14/05/2010;;;3,065
13/05/2010;;;3,057
12/05/2010;;;3,055
11/05/2010;;;3,050
10/05/2010;;;3,044
07/05/2010;;;3,036
06/05/2010;;;3,029
05/05/2010;;;3,015
04/05/2010;;;3,015
03/05/2010;;;3,010
30/04/2010;;;3,517
29/04/2010;;;3,537
28/04/2010;;;3,537
27/04/2010;;;3,537
26/04/2010;;;3,512
23/04/2010;;;3,507
22/04/2010;;;3,516
21/04/2010;;;3,526
20/04/2010;;;3,533
19/04/2010;;;3,563
16/04/2010;;;3,559
15/04/2010;;;3,549
14/04/2010;;;3,505
13/04/2010;;;3,502
12/04/2010;;;3,502
09/04/2010;;;3,533
08/04/2010;;;3,505
07/04/2010;;;3,510
06/04/2010;;;3,491
05/04/2010;;;3,481
31/03/2010;;;3,454
30/03/2010;;;3,418
29/03/2010;;;3,402
26/03/2010;;;3,433
25/03/2010;;;3,455
24/03/2010;;;3,444
23/03/2010;;;3,418
19/03/2010;;;3,428
18/03/2010;;;3,376
17/03/2010;;;3,428
16/03/2010;;;3,470
15/03/2010;;;3,329
12/03/2010;;;3,323
11/03/2010;;;3,266
10/03/2010;;;3,264
09/03/2010;;;3,298
08/03/2010;;;3,282
05/03/2010;;;3,297
04/03/2010;;;3,350
03/03/2010;;;3,350
02/03/2010;;;3,318
01/03/2010;;;3,345
26/02/2010;;;3,365
25/02/2010;;;3,355
24/02/2010;;;3,355
23/02/2010;;;3,402
22/02/2010;;;3,421
19/02/2010;;;3,444
18/02/2010;;;3,413
17/02/2010;;;3,404
16/02/2010;;;3,402
15/02/2010;;;3,376
12/02/2010;;;3,402
11/02/2010;;;3,455
10/02/2010;;;3,324
09/02/2010;;;3,324
08/02/2010;;;3,324
05/02/2010;;;3,339
04/02/2010;;;3,350
03/02/2010;;;3,313
02/02/2010;;;3,324
01/02/2010;;;3,324
29/01/2010;;;3,339
28/01/2010;;;3,339
27/01/2010;;;3,302
26/01/2010;;;3,219
25/01/2010;;;3,219
22/01/2010;;;3,261
21/01/2010;;;3,277
20/01/2010;;;3,298
19/01/2010;;;3,298
18/01/2010;;;3,324
15/01/2010;;;3,376
14/01/2010;;;3,298
13/01/2010;;;3,350
12/01/2010;;;3,259
08/01/2010;;;3,229
07/01/2010;;;3,282
06/01/2010;;;3,271
05/01/2010;;;3,182
04/01/2010;;;3,088
30/12/2009;;;2,957
29/12/2009;;;2,827
28/12/2009;;;2,885
24/12/2009;;;2,978
23/12/2009;;;3,057
22/12/2009;;;3,088
21/12/2009;;;3,161
18/12/2009;;;3,172
17/12/2009;;;3,198
16/12/2009;;;3,209
15/12/2009;;;3,198
14/12/2009;;;3,250
11/12/2009;;;3,245
10/12/2009;;;3,318
09/12/2009;;;3,345
07/12/2009;;;3,360
04/12/2009;;;3,347
03/12/2009;;;3,353
02/12/2009;;;3,355
01/12/2009;;;3,374
30/11/2009;;;3,408
27/11/2009;;;3,433
26/11/2009;;;3,473
25/11/2009;;;3,502
24/11/2009;;;3,512
23/11/2009;;;3,972
20/11/2009;;;4,001
19/11/2009;;;4,006
18/11/2009;;;4,023
17/11/2009;;;4,021
13/11/2009;;;4,008
12/11/2009;;;4,009
11/11/2009;;;4,009
10/11/2009;;;4,002
09/11/2009;;;3,981
06/11/2009;;;3,993
05/11/2009;;;4,002
04/11/2009;;;3,998
03/11/2009;;;3,998
30/10/2009;;;3,984
29/10/2009;;;3,993
28/10/2009;;;4,019
27/10/2009;;;4,025
26/10/2009;;;4,019
23/10/2009;;;4,013
22/10/2009;;;4,018
21/10/2009;;;4,026
20/10/2009;;;3,987
19/10/2009;;;4,030
16/10/2009;;;4,018
15/10/2009;;;4,024
14/10/2009;;;3,987
13/10/2009;;;3,984
09/10/2009;;;3,992
08/10/2009;;;4,004
07/10/2009;;;4,027
06/10/2009;;;4,045
05/10/2009;;;4,023
02/10/2009;;;4,014
01/10/2009;;;3,994
30/09/2009;;;3,996
29/09/2009;;;3,998
28/09/2009;;;3,992
25/09/2009;;;4,503
24/09/2009;;;4,492
23/09/2009;;;4,459
22/09/2009;;;4,427
21/09/2009;;;4,394
18/09/2009;;;4,357
17/09/2009;;;4,356
16/09/2009;;;4,355
15/09/2009;;;4,318
14/09/2009;;;4,313
11/09/2009;;;4,297
10/09/2009;;;4,329
09/09/2009;;;4,356
08/09/2009;;;4,392
07/09/2009;;;4,419
04/09/2009;;;4,418
03/09/2009;;;4,335
02/09/2009;;;4,297
01/09/2009;;;4,218
31/08/2009;;;4,146
28/08/2009;;;4,095
27/08/2009;;;4,050
26/08/2009;;;3,996
25/08/2009;;;3,933
24/08/2009;;;3,973
21/08/2009;;;4,017
20/08/2009;;;3,996
19/08/2009;;;3,990
18/08/2009;;;4,023
14/08/2009;;;4,020
13/08/2009;;;4,039
12/08/2009;;;4,071
11/08/2009;;;4,063
10/08/2009;;;4,075
06/08/2009;;;4,102
05/08/2009;;;4,128
04/08/2009;;;4,174
03/08/2009;;;4,219
31/07/2009;;;4,261
30/07/2009;;;4,302
29/07/2009;;;4,327
28/07/2009;;;4,360
27/07/2009;;;4,392
24/07/2009;;;4,418
23/07/2009;;;4,451
22/07/2009;;;4,464
21/07/2009;;;4,476
17/07/2009;;;4,489
16/07/2009;;;4,502
15/07/2009;;;4,517
14/07/2009;;;4,516
13/07/2009;;;4,535
10/07/2009;;;4,541
09/07/2009;;;4,545
08/07/2009;;;4,541
07/07/2009;;;4,534
06/07/2009;;;4,536
03/07/2009;;;4,544
02/07/2009;;;4,532
01/07/2009;;;4,541
30/06/2009;;;4,548
26/06/2009;;;4,536
25/06/2009;;;4,552
24/06/2009;;;4,569
23/06/2009;;;4,583
19/06/2009;;;5,097
18/06/2009;;;5,118
17/06/2009;;;5,104
16/06/2009;;;5,083
12/06/2009;;;5,065
11/06/2009;;;5,077
10/06/2009;;;5,093
09/06/2009;;;5,088
08/06/2009;;;5,061
05/06/2009;;;5,080
04/06/2009;;;5,051
03/06/2009;;;5,025
02/06/2009;;;5,004
01/06/2009;;;5,004
29/05/2009;;;6,036
28/05/2009;;;6,025
27/05/2009;;;6,023
26/05/2009;;;6,056
22/05/2009;;;6,087
21/05/2009;;;6,099
20/05/2009;;;6,130
19/05/2009;;;6,144
18/05/2009;;;6,155
15/05/2009;;;6,192
14/05/2009;;;6,210
13/05/2009;;;6,223
12/05/2009;;;6,216
11/05/2009;;;6,179
08/05/2009;;;6,137
07/05/2009;;;6,094
06/05/2009;;;6,049
05/05/2009;;;6,031
04/05/2009;;;6,003
30/04/2009;;;7,087
29/04/2009;;;7,077
28/04/2009;;;7,073
27/04/2009;;;7,083
24/04/2009;;;7,088
23/04/2009;;;7,095
22/04/2009;;;7,101
21/04/2009;;;7,100
20/04/2009;;;7,101
17/04/2009;;;7,098
16/04/2009;;;7,089
15/04/2009;;;7,090
14/04/2009;;;7,089
13/04/2009;;;7,085
08/04/2009;;;7,073
07/04/2009;;;7,067
06/04/2009;;;7,064
03/04/2009;;;7,060
02/04/2009;;;7,050
01/04/2009;;;7,060
31/03/2009;;;7,045
30/03/2009;;;7,061
27/03/2009;;;7,023
26/03/2009;;;7,039
25/03/2009;;;7,030
24/03/2009;;;7,026
20/03/2009;;;8,027
19/03/2009;;;8,030
18/03/2009;;;8,020
17/03/2009;;;8,015
16/03/2009;;;8,021
13/03/2009;;;8,027
12/03/2009;;;8,007
11/03/2009;;;8,017
10/03/2009;;;8,006
09/03/2009;;;7,990
06/03/2009;;;7,947
05/03/2009;;;7,950
04/03/2009;;;7,961
03/03/2009;;;7,946
02/03/2009;;;7,978
27/02/2009;;;8,967
26/02/2009;;;8,977
25/02/2009;;;8,999
24/02/2009;;;8,999
23/02/2009;;;8,994
20/02/2009;;;9,017
19/02/2009;;;9,059
18/02/2009;;;9,077
17/02/2009;;;9,109
16/02/2009;;;9,117
13/02/2009;;;9,125
12/02/2009;;;9,140
11/02/2009;;;9,122
10/02/2009;;;9,108
09/02/2009;;;9,062
06/02/2009;;;9,022
05/02/2009;;;9,008
04/02/2009;;;8,996
03/02/2009;;;8,982
02/02/2009;;;8,955
30/01/2009;;;9,391
29/01/2009;;;9,357
28/01/2009;;;9,318
27/01/2009;;;9,274
26/01/2009;;;9,223
23/01/2009;;;9,169
22/01/2009;;;9,133
21/01/2009;;;9,115
20/01/2009;;;9,074
19/01/2009;;;9,051
16/01/2009;;;9,000
15/01/2009;;;8,962
14/01/2009;;;8,938
13/01/2009;;;8,927
09/01/2009;;;8,911
08/01/2009;;;8,909
07/01/2009;;;8,867
06/01/2009;;;8,845
05/01/2009;;;8,825
02/01/2009;;;8,824
30/12/2008;;;8,837
29/12/2008;;;8,838
26/12/2008;;;8,868
24/12/2008;;;8,852
23/12/2008;;;8,872
22/12/2008;;;8,889
19/12/2008;;;9,135
18/12/2008;;;9,148
17/12/2008;;;9,165
16/12/2008;;;9,193
15/12/2008;;;9,198
12/12/2008;;;9,240
11/12/2008;;;9,204
10/12/2008;;;9,176
09/12/2008;;;9,187
05/12/2008;;;9,239
04/12/2008;;;9,292
03/12/2008;;;9,320
02/12/2008;;;9,331
01/12/2008;;;9,409
28/11/2008;;;9,462
27/11/2008;;;9,520
26/11/2008;;;9,553
25/11/2008;;;9,581
24/11/2008;;;9,720
21/11/2008;;;9,784
20/11/2008;;;9,832
19/11/2008;;;9,868
18/11/2008;;;9,887
14/11/2008;;;9,910
13/11/2008;;;9,936
12/11/2008;;;9,941
11/11/2008;;;9,964
10/11/2008;;;9,981
07/11/2008;;;9,983
06/11/2008;;;9,996
05/11/2008;;;9,998
04/11/2008;;;10,007
31/10/2008;;;10,019
30/10/2008;;;10,043
29/10/2008;;;10,042
28/10/2008;;;10,035
27/10/2008;;;10,041
24/10/2008;;;10,034
23/10/2008;;;10,034
22/10/2008;;;10,032
21/10/2008;;;10,025
20/10/2008;;;10,019
17/10/2008;;;10,018
16/10/2008;;;10,016
15/10/2008;;;10,014
14/10/2008;;;10,000
10/10/2008;;;10,023
09/10/2008;;;10,020
08/10/2008;;;10,017
07/10/2008;;;10,014
06/10/2008;;;10,007
03/10/2008;;;9,994
02/10/2008;;;10,001
01/10/2008;;;9,998
30/09/2008;;;9,986
